id,method,user_agent,url,refer,body,lable
1308,GET,,/cv?uuid=69c0af3ce4caa8a131e86d0a879c55d6&tc=2682316437&p=kscan.exe&c=0,,,0
9639,GET,,/110/20403/stodownload?m=d5ed3ca33799d2e0588af7b66c3bef35&filekey=3043020101042f302d02016e0402535a0420643565643363613333373939643265303538386166376236366333626566333502022da0040d00000004627466730000000131&hy=SZ&storeid=323032303035303731393336303830303036656434356436626163353436623331333566303930303030303036653033303034666233&ef=3&bizid=1022,,,0
11983,GET,Mozilla/5.0,/wpsv6internet/infos.ads??v=D1S1E2&d=arMFlS7SpzoOibMPkHtBi9tOc4sOqbsRkrpSezsTVDNPZLdSfHNUVDtRcHtTX9d9mvMTjr3Ec0NCzK4Lc0dCz4JCk4ZBmuICnS3DqO2SpqJCo0JCou2Cm03Co0JCvO2Srq3Cc0dDz0Z9mTJFmO2SmqJEn43Dr8JDrGZHqC3DnKpCvG3E1HqGuCKHnSpDvCpGsmNOqKcCaPcPo46PcDMOm46PrS3DtCMOmKMDYDJCtOcOvm7Pv4cPY9ZCXDJEn4ZOo0pDoOpCuCJOq8sCpGJEc5cOvO2Sqq3CpD7,,,0
15145,GET,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36 QIHU 360SE",/dmfd/128_128_80/t01199cdfa0e3ec1bf2.jpg,,,0
17463,GET,Mozilla/4.0,/dl1.gj.qq.com/invc/mgrdataupdate/did52_2013.06.08.67097_UnstallWhiteList.lis.zip?mkey=628d4f76246ea7e1&f=24c3&cip=36.110.129.20&proto=http,,,0
22333,GET,Mozilla/4.0,/cvj?&r=30406,,,0
21216,GET,Mozilla/4.0,/uninstall/00/1649572208.zip,,,0
21951,POST,,/query?1652951028,,,0
1407,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36 OPR/86.0.4363.59",/search/c.js?u=3225053985&_=1652780331793,http://zc.zhuoyitm.com/,,0
12429,GET,,/fxmusic/pcad/lrcV4?songName=%E8%AF%95%E7%9D%80%E6%96%AD%E4%BA%86%E8%81%94%E7%B3%BB,,,0
21001,GET,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,/stats.php?rand=ZPum95,,,0
21935,POST,Mozilla/4.0,/query?1576319843,,,0
21094,GET,Youdao Desktop Dict (Windows NT 10.0),/c/search?q=lastLog&ue=utf8&doctype=xml&client=deskdict&id=8a4f2df94d7821266&vendor=unknown&in=YoudaoDictSetup_8.10.0.0&appVer=8.10.3.0&appZengqiang=0&abTest=9&model=MECHREVO&screen=2560*1440&cq=propelled&proc=&cdrt=-1&csrt=-1&cst=62&rnd=94250046,,,0
11943,GET,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36 QIHU 360SE",/myw/Popup.html?&pop_id=170530&mid=48db3e8ce61fc7cdc645ab0ecd9af145&m2=8301086422b772c8c81407af1657d26b299f492c2b8b&ver=1.0.0.1332&se_ver=13.1.5360.0&cuttle_dat_ver=1.0.0.1130&enter_cache=16&trans=1&t=1653904552,,,0
5005,GET,,/d.gif?act=/event&pro=huya_pcexe&dty=live&rid=ods_action_log&cha=huya&os=win10(10.0.19043)&machine=d515145f9f40bdf042e56b5b621a6934&mid=d515145f9f40bdf042e56b5b621a6934&sre=2560*1440&session_id=20e8807a-2f89-404a-8c28-ccf2276248a5637882377214223003&iver=5.6.3.3&uver=5.6.3.3&rso=desktop&yyuid=1723140678&eid=heartbeat&ati=20220516041941&sguid=0a42d77a42f834604102ad0fae0fe279,,,0
12959,GET,,/cv?uuid=69c0af3ce4caa8a131e86d0a879c55d6&tc=1843536281&p=kxescore.exe&c=1509,,,0
16668,POST,Mozilla/4.0,/query?479445296,,,0
18487,GET,Wget/1.11.4,/stats.php?rand=nYYmoNmBwYmeHJjVm2TCOXP6,,,0
3921,GET,Valve/Steam HTTP Client 1.0,/depot/1834860/chunk/d50d165d9d3f633c9e5cad851540a7f3a5bc753c,,,0
9849,POST,,/md?business=fast-httpdns&s=1&total=1062&change=0&flag=1&cache_on=2&hits=0&timers=0&caches=0&updates=0&stamp=0&cost=14.00,,,0
18206,GET,,/d.gif?act=/event&pro=huya_pcexe&dty=live&rid=ods_action_log&cha=huya&os=win10(10.0.19043)&machine=d515145f9f40bdf042e56b5b621a6934&mid=d515145f9f40bdf042e56b5b621a6934&sre=2560*1440&session_id=4ba024ad-3235-4f7e-90f3-76b0f0ce0f45637890736313572802&iver=5.6.3.3&uver=5.6.3.3&rso=desktop&yyuid=1723140678&eid=heartbeat&ati=20220525175011&sguid=0a42d77a42f834604102ad0fae0fe279,,,0
7638,GET,Wget/1.11.4,/stats.php?rand=Sc4nRkPd6OJ7NlZy,,,0
15657,POST,,/query?1653104547,,,0
1361,GET,,/getconf.php,,,0
4368,GET,Microsoft-CryptoAPI/10.0,/msdownload/update/v3/static/trustedr/en/disallowedcertstl.cab?f1f1a96983417061,,,0
17066,GET,,/wpsv6internet/infos.ads?q=aRcWTCV6TcM0bm1S6CVzdsVpMJJeUo9ObdZu9xrnPnyqhPSDOi-N18pxTv6-0we6JtD3ynQzHM_RRjzeArCveN-MH0R1QVqdmG_t2JJKCD8i_8s5tMpd0sTbxNpqVuOOU8y2,,,0
13512,GET,,/c.gif?act=mediaupload&time=1653228583&key=77748f4261b47afaa47130fcb99cd016&appid=15013&scene=1070&uid=148646094&euid=148646094&cln=2805780161&ct=0&ver=4.0.0.4%285e3653b52%29&app=&ph=&os=WIN_10&seq=241&pfl=4&nt=8&ld=1&ip1=124.239.232.27&ip2=36.110.129.20&ip3=36.110.129.20&asd=60180&an=a_1457500581_2805780161_148646094_0_0&ag=g_1457500581_2805780161_0&aid=638430112428002468&aha=0&vsd=-1&s1=8&s2=21&s4=58&tp=1476&at=0&fc=0&trcc=0&tdct=0&urcc=0&udct=0&rtt=8&rtt1=12&rttc=1459&rtt2=6&rtt3=23&usc=1777&urc=1777&dsc=2637&drc=2637&fcr=-1&rlt=1&nbr=15&abr=26&abr1=33&eta=30&eta1=52&esafr=49&afpd=41&emv=100&mmv=100&ed=5&eafc=2942&efc=3008&et=2&eb=15,,,0
14947,GET,SOGOU_UPDATER,/pyup.gif?h=FA72EB05F20F1F8AC173F3CB07EAC600&v=10.4.0.4620&r=0000__9.4b&UpScdbegin=1&s=1&queryscdmod=1&pushscd=1,,,0
2273,GET,Mozilla/4.0,/dl1.gj.qq.com/invc/mgrdataupdate/did74_2014.09.15.69310_UninstallScan.xml.zip?mkey=6283465f246ea7e1&f=8e4b&cip=36.110.129.20&proto=http,,,0
14815,GET,Mozilla/5.0 EA Download Manager Origin/10.5.112.50486,"/pulse?off&user=0&url_heartbeat=1,0,209,209,0",,,0
22404,GET,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),/stats.php?rand=J1DXNPfBogPD2driZndUwLu,,,0
15534,GET,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),/stats.php?rand=OjBujii1,,,0
15562,POST,,/query?1653122839,,,0
